"NCBI_ID","Genome_ID","Accession_ID","Taxon_name","Attribute","Attribute_value","Attribute_source","Evidence","Frequency","Note","Rank","Parent_name","Parent_NCBI_ID","Parent_rank","Confidence_in_curation"
535712,NA,NA,"Candidatus Rhodoluna planktonica","genome size",1424506,"Kegg","igc","usually",NA,"species","Rhodoluna",529883,"genus","High"
1108595,NA,NA,"Chromobacterium vaccinii","genome size",5041230,"Kegg","igc","usually",NA,"species","Chromobacterium",535,"genus","High"
192,NA,NA,"Azospirillum brasilense Sp7","genome size",6587527,"Kegg","igc","usually",NA,"species","Azospirillum",191,"genus","High"
1838286,NA,NA,"Lacunisphaera limnophila","genome size",4199284,"Kegg","igc","usually",NA,"species","Lacunisphaera",1961799,"genus","High"
897,NA,NA,"Desulfococcus multivorans","genome size",4455399,"Kegg","igc","usually",NA,"species","Desulfococcus",896,"genus","High"
103817,NA,NA,"Janibacter terrae","genome size",3401189,"Kegg","igc","usually",NA,"species","Janibacter",53457,"genus","High"
1644130,NA,NA,"Maribacter sp. 1_2014MBL_MicDiv","genome size",4399611,"Kegg","igc","usually",NA,"species","Maribacter",252356,"genus","High"
587,NA,NA,"Providencia rettgeri","genome size",4889093,"Kegg","igc","usually",NA,"species","Providencia",586,"genus","High"
2177,NA,NA,"Methanohalophilus halophilus","genome size",2022959,"Kegg","igc","usually",NA,"species","Methanohalophilus",2175,"genus","High"
1911586,NA,NA,"Marinilactibacillus sp. 15R","genome size",2767908,"Kegg","igc","usually",NA,"species","Marinilactibacillus",191769,"genus","High"
991789,NA,NA,"Clostridium propionicum","genome size",3120417,"Kegg","igc","usually",NA,"strain","Anaerotignum propionicum",28446,"species","High"
1685010,NA,NA,"Chryseobacterium sp. IHB B 10212","genome size",4871648,"Kegg","igc","usually",NA,"species","Chryseobacterium",59732,"genus","High"
1154756,NA,NA,"Serratia plymuthica PRI-2C","genome size",5474685,"Kegg","igc","usually",NA,"strain","Serratia inhibens",2338073,"species","High"
43657,NA,NA,"Pseudoalteromonas luteoviolacea","genome size",6223983,"Kegg","igc","usually",NA,"species","Pseudoalteromonas",53246,"genus","High"
519472,NA,NA,"Vagococcus teuberi","genome size",2184285,"Kegg","igc","usually",NA,"species","Vagococcus",2737,"genus","High"
283686,NA,NA,"Kosakonia radicincitans","genome size",5687681,"Kegg","igc","usually",NA,"species","Kosakonia",1330547,"genus","High"
1379270,NA,NA,"Gemmatimonas phototrophica","genome size",4716552,"Kegg","igc","usually",NA,"species","Gemmatimonas",173479,"genus","High"
502682,NA,NA,"Erythrobacter gangjinensis","genome size",2724951,"Kegg","igc","usually",NA,"species","Aurantiacibacter",2800681,"genus","High"
134962,NA,NA,"Nocardia soli","genome size",7310115,"Kegg","igc","usually",NA,NA,NA,NA,NA,"High"
444444,NA,NA,"Chelatococcus daeguensis","genome size",4095174,"Kegg","igc","usually",NA,"species","Chelatococcus",28209,"genus","High"
1920191,NA,NA,"Delftia sp. HK171","genome size",6430384,"Kegg","igc","usually",NA,"species","Delftia",80865,"genus","High"
29542,NA,NA,"Pelobacter acetylenicus","genome size",3206049,"Kegg","igc","usually",NA,"species","Syntrophotalea",2812025,"genus","High"
1913577,NA,NA,"Gramella sp. LPB0144","genome size",2978889,"Kegg","igc","usually",NA,"species","Gramella",292691,"genus","High"
145261,NA,NA,"Methanothermobacter wolfeii","genome size",1686891,"Kegg","igc","usually",NA,"species","Methanothermobacter",145260,"genus","High"
1850252,NA,NA,"Tenacibaculum sp. LPB0136","genome size",3019213,"Kegg","igc","usually",NA,"species","Tenacibaculum",104267,"genus","High"
1920883,NA,NA,"Donghicola sp. JLT3646","genome size",3147211,"Kegg","igc","usually",NA,"species","Marivivens",1759396,"genus","High"
396,NA,NA,"Rhizobium phaseoli","genome size",6740745,"Kegg","igc","usually",NA,"species","Rhizobium",379,"genus","High"
463025,NA,NA,"Bordetella bronchialis","genome size",5878756,"Kegg","igc","usually",NA,"species","Bordetella",517,"genus","High"
463014,NA,NA,"Bordetella flabilis","genome size",5954318,"Kegg","igc","usually",NA,"species","Bordetella",517,"genus","High"
158836,NA,NA,"Enterobacter hormaechei","genome size",5043091,"Kegg","igc","usually",NA,"species","Enterobacter",547,"genus","High"
1842532,NA,NA,"Pelobacter sp. SFB93","genome size",3218469,"Kegg","igc","usually",NA,"species","Syntrophotalea",2812025,"genus","High"
1844006,NA,NA,"Phaeobacter sp. P97","genome size",4207221,"Kegg","igc","usually",NA,"species","Phaeobacter",302485,"genus","High"
1911587,NA,NA,"Virgibacillus sp. 6R","genome size",4749385,"Kegg","igc","usually",NA,"species","Virgibacillus",84406,"genus","High"
1836467,NA,NA,"Maribacter sp. T28","genome size",4271158,"Kegg","igc","usually",NA,"species","Maribacter",252356,"genus","High"
69,NA,NA,"Lysobacter enzymogenes M497-1","genome size",6096022,"Kegg","igc","usually",NA,"species","Lysobacter",68,"genus","High"
37332,NA,NA,"Nocardia seriolae","genome size",8304518,"Kegg","igc","usually",NA,"species","Nocardia",1817,"genus","High"
56956,NA,NA,"Thermus brockianus","genome size",2388273,"Kegg","igc","usually",NA,"species","Thermus",270,"genus","High"
300019,NA,NA,"Microbacterium paludicola","genome size",3410829,"Kegg","igc","usually",NA,"species","Microbacterium",33882,"genus","High"
1913578,NA,NA,"Sphingopyxis sp. LPB0140","genome size",2533041,"Kegg","igc","usually",NA,"species","Sphingorhabdus",1434046,"genus","High"
1670800,NA,NA,"Mesorhizobium sp. B7","genome size",5324561,"Kegg","igc","usually",NA,"species","Aquibium",2911176,"genus","High"
861109,NA,NA,"Sphingobium indicum","genome size",3945731,"Kegg","igc","usually",NA,"strain","Sphingobium indicum",332055,"species","High"
1619070,NA,NA,"Candidatus Saccharibacteria bacterium GW2011_GWC2_44_17","genome size",1038683,"Kegg","igc","usually",NA,"species","Candidatus Saccharibacteria",95818,"phylum","High"
1303921,NA,NA,"Endosymbiont of Bathymodiolus septemdierum","genome size",1469434,"Kegg","igc","usually",NA,"forma specialis","Bathymodiolus septemdierum thioautotrophic gill symbiont",113267,"species","High"
1834205,NA,NA,"Burkholderiales bacterium YL45","genome size",2923112,"Kegg","igc","usually",NA,"species","Burkholderiales",80840,"order","High"
499555,NA,NA,"Dietzia timorensis","genome size",3607892,"Kegg","igc","usually",NA,"species","Dietzia",37914,"genus","High"
1492737,NA,NA,"Flavobacterium gilvum","genome size",4402594,"Kegg","igc","usually",NA,"species","Flavobacterium",237,"genus","High"
754502,NA,NA,"Paraburkholderia sprentiae","genome size",7829542,"Kegg","igc","usually",NA,"strain","Paraburkholderia sprentiae",948107,"species","High"
1248439,NA,NA,"Anaplasma ovis","genome size",1191577,"Kegg","igc","usually",NA,"strain","Anaplasma ovis",142058,"species","High"
96773,NA,NA,"Thauera chlorobenzoica","genome size",3735506,"Kegg","igc","usually",NA,"species","Thauera",33057,"genus","High"
888845,NA,NA,"Minicystis rosea","genome size",16040666,"Kegg","igc","usually",NA,"species","Minicystis",1649470,"genus","High"
1729720,NA,NA,"Salegentibacter sp. T436","genome size",4086550,"Kegg","igc","usually",NA,"species","Salegentibacter",143222,"genus","High"
257708,NA,NA,"Roseomonas gilardii","genome size",5412463,"Kegg","igc","usually",NA,"species","Roseomonas",125216,"genus","High"
285473,NA,NA,"Streptomyces rubrolavendulae","genome size",6543262,"Kegg","igc","usually",NA,"species","Streptomyces",1883,"genus","High"
152331,NA,NA,"Lactobacillus parabuchneri","genome size",2726576,"Kegg","igc","usually",NA,"species","Lentilactobacillus",2767893,"genus","High"
29430,NA,NA,"Acinetobacter haemolyticus","genome size",3538838,"Kegg","igc","usually",NA,"species","Acinetobacter",469,"genus","High"
1612551,NA,NA,"Actinoalloteichus sp. GBA129-24","genome size",7275385,"Kegg","igc","usually",NA,"species","Actinoalloteichus",65496,"genus","High"
216938,NA,NA,"Spiroplasma helicoides","genome size",1326546,"Kegg","igc","usually",NA,"species","Spiroplasma",2132,"genus","High"
194963,NA,NA,"Sinorhizobium americanum","genome size",6751508,"Kegg","igc","usually",NA,"species","Sinorhizobium",28105,"genus","High"
1387353,NA,NA,"Paludisphaera borealis","genome size",7651896,"Kegg","igc","usually",NA,"species","Paludisphaera",1763521,"genus","High"
1484693,NA,NA,"Rhodoferax saidenbachensis","genome size",4264855,"Kegg","igc","usually",NA,"species","Rhodoferax",28065,"genus","High"
1747,NA,NA,"Cutibacterium acnes","genome size",2522438,"Kegg","igc","usually",NA,"species","Cutibacterium",1912216,"genus","High"
1462747,NA,NA,"Thermosipho sp. 1063","genome size",1766633,"Kegg","igc","usually",NA,"species","Thermosipho",2420,"genus","High"
1434113,NA,NA,"Methanosarcina mazei C16","genome size",4166241,"Kegg","igc","usually",NA,"strain","Methanosarcina mazei",2209,"species","High"
33050,NA,NA,"Sphingopyxis macrogoltabida 203","genome size",5748623,"Kegg","igc","usually",NA,"species","Sphingopyxis",165697,"genus","High"
2133,NA,NA,"Spiroplasma citri","genome size",1640878,"Kegg","igc","usually",NA,"species","Spiroplasma",2132,"genus","High"
558964,NA,NA,"Aeromonas aquatica","genome size",4783504,"Kegg","igc","usually",NA,"species","Aeromonas",642,"genus","High"
1904944,NA,NA,"Stenotrophomonas sp. LM091","genome size",4317450,"Kegg","igc","usually",NA,"species","Stenotrophomonas",40323,"genus","High"
1850250,NA,NA,"Rhodobacter sp. LPB0142","genome size",3780829,"Kegg","igc","usually",NA,"species","Rhodobacter",1060,"genus","High"
1631871,NA,NA,"Weissella jogaejeotgali","genome size",2149545,"Kegg","igc","usually",NA,"species","Weissella",46255,"genus","High"
1545835,NA,NA,"Marinitoga sp. 1137","genome size",2290181,"Kegg","igc","usually",NA,"species","Marinitoga",160798,"genus","High"
1304,NA,NA,"Streptococcus salivarius HSISS4","genome size",2100988,"Kegg","igc","usually",NA,"species","Streptococcus",1301,"genus","High"
199,NA,NA,"Campylobacter concisus ATCC 33237","genome size",1840041,"Kegg","igc","usually",NA,"species","Campylobacter",194,"genus","High"
1219067,NA,NA,"Vibrio natriegens","genome size",5175153,"Kegg","igc","usually",NA,"strain","Vibrio natriegens",691,"species","High"
53408,NA,NA,"Pseudomonas citronellolis","genome size",6951444,"Kegg","igc","usually",NA,"species","Pseudomonas",286,"genus","High"
901,NA,NA,"Desulfovibrio piger","genome size",2807531,"Kegg","igc","usually",NA,"species","Desulfovibrio",872,"genus","High"
1612552,NA,NA,"Actinoalloteichus sp. ADI127-7","genome size",7120854,"Kegg","igc","usually",NA,"species","Actinoalloteichus",65496,"genus","High"
1229726,NA,NA,"Gramella flava","genome size",4007868,"Kegg","igc","usually",NA,"strain","Gramella flava",1486245,"species","High"
198620,NA,NA,"Pseudomonas koreensis","genome size",6301761,"Kegg","igc","usually",NA,"species","Pseudomonas",286,"genus","High"
70255,NA,NA,"Staphylococcus condimenti","genome size",2659676,"Kegg","igc","usually",NA,"species","Staphylococcus",1279,"genus","High"
553239,NA,NA,"Vibrio breoganii","genome size",4492180,"Kegg","igc","usually",NA,"species","Vibrio",662,"genus","High"
45658,NA,NA,"Vibrio scophthalmi","genome size",4926076,"Kegg","igc","usually",NA,"species","Vibrio",662,"genus","High"
1031746,NA,NA,"Campylobacter hyointestinalis","genome size",1753385,"Kegg","igc","usually",NA,"strain","Campylobacter hyointestinalis",198,"species","High"
299262,NA,NA,"Tateyamaria omphalii","genome size",4315457,"Kegg","igc","usually",NA,"species","Tateyamaria",299261,"genus","High"
1785996,NA,NA,"Leptotrichia sp. oral taxon 847","genome size",2194935,"Kegg","igc","usually",NA,"species","Leptotrichia",32067,"genus","High"
1839801,NA,NA,"Dehalogenimonas formicexedens","genome size",2092789,"Kegg","igc","usually",NA,"species","Dehalogenimonas",670486,"genus","High"
81479,NA,NA,"Rhodoferax antarcticus","genome size",4055436,"Kegg","igc","usually",NA,"species","Rhodoferax",28065,"genus","High"
1229727,NA,NA,"Thiobacimonas profunda","genome size",5424264,"Kegg","igc","usually",NA,"species","Salipiger",263377,"genus","High"
1460372,NA,NA,"Mycobacterium chelonae","genome size",5029817,"Kegg","igc","usually",NA,"strain","Mycobacteroides chelonae",1774,"species","High"
53444,NA,NA,"Lactobacillus lindneri","genome size",1452432,"Kegg","igc","usually",NA,"species","Fructilactobacillus",2767881,"genus","High"
48664,NA,NA,"Xanthomonas fragariae","genome size",4282698,"Kegg","igc","usually",NA,"species","Xanthomonas",338,"genus","High"
90270,NA,NA,"Xanthomonas gardneri","genome size",5625449,"Kegg","igc","usually",NA,NA,NA,NA,NA,"High"
358396,NA,NA,"Halobiforma lacisalsi","genome size",4381543,"Kegg","igc","usually",NA,"strain","Halobiforma lacisalsi",229731,"species","High"
1933220,NA,NA,"Sphingobacterium sp. B29","genome size",6357185,"Kegg","igc","usually",NA,"species","Sphingobacterium",28453,"genus","High"
217204,NA,NA,"Achromobacter insolitus","genome size",6492697,"Kegg","igc","usually",NA,"species","Achromobacter",222,"genus","High"
1642647,NA,NA,"Proteiniphilum saccharofermentans","genome size",4414963,"Kegg","igc","usually",NA,"species","Proteiniphilum",294702,"genus","High"
1898108,NA,NA,"Bacterium AB1","genome size",593366,"Kegg","igc","usually",NA,"species","Bacteria",2,"superkingdom","High"
40215,NA,NA,"Acinetobacter junii","genome size",3378307,"Kegg","igc","usually",NA,"species","Acinetobacter",469,"genus","High"
240427,NA,NA,"Lactobacillus paracollinoides","genome size",3663708,"Kegg","igc","usually",NA,"species","Secundilactobacillus",2767892,"genus","High"
528191,NA,NA,"Paenibacillus xylanexedens","genome size",7098239,"Kegg","igc","usually",NA,"species","Paenibacillus",44249,"genus","High"
109790,NA,NA,"Lactobacillus jensenii","genome size",1672949,"Kegg","igc","usually",NA,"species","Lactobacillus",1578,"genus","High"
1891926,NA,NA,"Fuerstia marisgermanicae","genome size",8920478,"Kegg","igc","usually",NA,"species","Fuerstiella",1936111,"genus","High"
588898,NA,NA,"Haloterrigena daqingensis","genome size",3835796,"Kegg","igc","usually",NA,"species","Haloterrigena",121871,"genus","High"
1486034,NA,NA,"Lacinutrix venerupis","genome size",3192399,"Kegg","igc","usually",NA,"species","Lacinutrix",291183,"genus","High"
1250539,NA,NA,"Pelagibaca abyssi","genome size",5259072,"Kegg","igc","usually",NA,"species","Salipiger",263377,"genus","High"
1673428,NA,NA,"Cuniculiplasma divulgatum","genome size",1878916,"Kegg","igc","usually",NA,"species","Cuniculiplasma",1747777,"genus","High"
1936081,NA,NA,"Seonamhaeicola sp. S2-3","genome size",3752836,"Kegg","igc","usually",NA,"species","Seonamhaeicola",1649495,"genus","High"
487316,NA,NA,"Acinetobacter soli","genome size",3636349,"Kegg","igc","usually",NA,"species","Acinetobacter",469,"genus","High"
146923,NA,NA,"Streptomyces parvulus","genome size",7766531,"Kegg","igc","usually",NA,"species","Streptomyces",1883,"genus","High"
208224,NA,NA,"Enterobacter kobei","genome size",4927478,"Kegg","igc","usually",NA,"species","Enterobacter",547,"genus","High"
930805,NA,NA,"Halioglobus japonicus","genome size",4116357,"Kegg","igc","usually",NA,"species","Halioglobus",1217416,"genus","High"
1610493,NA,NA,"Tessaracoccus flavus","genome size",3222890,"Kegg","igc","usually",NA,"species","Tessaracoccus",72763,"genus","High"
1903686,NA,NA,"Jeotgalibaca sp. PTS2502","genome size",2300992,"Kegg","igc","usually",NA,"species","Jeotgalibaca",1470540,"genus","High"
1849491,NA,NA,"Auricoccus indicus","genome size",1745789,"Kegg","igc","usually",NA,NA,NA,NA,NA,"High"
208223,NA,NA,"Kosakonia cowanii","genome size",4857324,"Kegg","igc","usually",NA,"species","Kosakonia",1330547,"genus","High"
996801,NA,NA,"Polaribacter reichenbachii","genome size",4125014,"Kegg","igc","usually",NA,"species","Polaribacter",52959,"genus","High"
1932360,NA,NA,"Halorientalis sp. IM1011","genome size",3778989,"Kegg","igc","usually",NA,"species","Halorientalis",1073987,"genus","High"
1471761,NA,NA,"Novibacillus thermophilus","genome size",3629225,"Kegg","igc","usually",NA,"species","Novibacillus",1677050,"genus","High"
1940790,NA,NA,"Phycisphaerae bacterium L21-RPul-D3","genome size",2951611,"Kegg","igc","usually",NA,"species","Sedimentisphaera",2483368,"genus","High"
1938604,NA,NA,"Aquaspirillum sp. LM1","genome size",3962240,"Kegg","igc","usually",NA,"species","Aquaspirillum",187,"genus","High"
1915078,NA,NA,"Thioclava nitratireducens","genome size",4238255,"Kegg","igc","usually",NA,"species","Thioclava",285107,"genus","High"
488732,NA,NA,"Burkholderia diffusa","genome size",6857833,"Kegg","igc","usually",NA,"species","Burkholderia",32008,"genus","High"
47763,NA,NA,"Streptomyces lydicus","genome size",8201357,"Kegg","igc","usually",NA,"species","Streptomyces",1883,"genus","High"
1088883,NA,NA,"Francisella hispaniensis","genome size",1938636,"Kegg","igc","usually",NA,"strain","Francisella hispaniensis",622488,"species","High"
1902579,NA,NA,"Candidatus Tokpelaia hoelldoblerii","genome size",1868279,"Kegg","igc","usually",NA,"species","Candidatus Tokpelaia",1902578,"genus","High"
1178516,NA,NA,"Spirosoma montaniterrae","genome size",5797678,"Kegg","igc","usually",NA,"species","Spirosoma",107,"genus","High"
399497,NA,NA,"Tessaracoccus flavescens","genome size",3650768,"Kegg","igc","usually",NA,"species","Tessaracoccus",72763,"genus","High"
643674,NA,NA,"Paenalcaligenes hominis","genome size",2688496,"Kegg","igc","usually",NA,"species","Paenalcaligenes",1100891,"genus","High"
320497,NA,NA,"Neoasaia chiangmaiensis","genome size",3407860,"Kegg","igc","usually",NA,"species","Neoasaia",320496,"genus","High"
1849967,NA,NA,"Streptomyces sp. SAT1","genome size",7472530,"Kegg","igc","usually",NA,"species","Streptomyces",1883,"genus","High"
1138822,NA,NA,"Lactobacillus curieae","genome size",2095860,"Kegg","igc","usually",NA,"species","Lentilactobacillus",2767893,"genus","High"
1789224,NA,NA,"Acinetobacter larvae","genome size",3741098,"Kegg","igc","usually",NA,"species","Acinetobacter",469,"genus","High"
260552,NA,NA,"Microbulbifer agarilyticus","genome size",4255625,"Kegg","igc","usually",NA,"species","Microbulbifer",48073,"genus","High"
33941,NA,NA,"Geobacillus thermoleovorans KCTC 3570","genome size",3499317,"Kegg","igc","usually",NA,"species","Geobacillus",129337,"genus","High"
935546,NA,NA,"Mesorhizobium loti NZP2037","genome size",7481739,"Kegg","igc","usually",NA,"strain","Mesorhizobium loti",381,"species","High"
392416,NA,NA,"Lactobacillus crustorum","genome size",2316479,"Kegg","igc","usually",NA,"species","Companilactobacillus",2767879,"genus","High"
1903186,NA,NA,"Brachybacterium sp. P6-10-X1","genome size",4385603,"Kegg","igc","usually",NA,"species","Brachybacterium",43668,"genus","High"
1936080,NA,NA,"Winogradskyella sp. J14-2","genome size",3349669,"Kegg","igc","usually",NA,"species","Winogradskyella",286104,"genus","High"
633807,NA,NA,"Vagococcus penaei","genome size",2365304,"Kegg","igc","usually",NA,"species","Vagococcus",2737,"genus","High"
47917,NA,NA,"Serratia fonticola GS2","genome size",6325799,"Kegg","igc","usually",NA,"species","Serratia",613,"genus","High"
1901,NA,NA,"Streptomyces clavuligerus","genome size",7590758,"Kegg","igc","usually",NA,"species","Streptomyces",1883,"genus","High"
986,NA,NA,"Flavobacterium johnsoniae GSE09","genome size",5109718,"Kegg","igc","usually",NA,"species","Flavobacterium",237,"genus","High"
299767,NA,NA,"Enterobacter ludwigii","genome size",4952770,"Kegg","igc","usually",NA,"species","Enterobacter",547,"genus","High"
1150389,NA,NA,"Flavobacteriaceae bacterium UJ101","genome size",3074209,"Kegg","igc","usually",NA,"species","Flavobacteriaceae",49546,"family","High"
1842727,NA,NA,"Rhodoferax sp. DCY110","genome size",5895641,"Kegg","igc","usually",NA,"species","Rhodoferax",28065,"genus","High"
1850254,NA,NA,"Arcobacter sp. LPB0137","genome size",2866429,"Kegg","igc","usually",NA,"species","Poseidonibacter",2321187,"genus","High"
187304,NA,NA,"Labrenzia aggregata","genome size",6650994,"Kegg","igc","usually",NA,"species","Roseibium",150830,"genus","High"
1705,NA,NA,"Corynebacterium stationis","genome size",2862233,"Kegg","igc","usually",NA,"species","Corynebacterium",1716,"genus","High"
1945512,NA,NA,"Cellvibrio sp. PSBB023","genome size",4705304,"Kegg","igc","usually",NA,"species","Cellvibrio",10,"genus","High"
1904640,NA,NA,"Betaproteobacteria bacterium GR16-43","genome size",4806848,"Kegg","igc","usually",NA,"species","Betaproteobacteria",28216,"class","High"
1365188,NA,NA,"Borrelia anserina","genome size",1042690,"Kegg","igc","usually",NA,"strain","Borrelia anserina",143,"species","High"
53952,NA,NA,"Thermococcus peptonophilus","genome size",1896106,"Kegg","igc","usually",NA,"species","Thermococcus",2263,"genus","High"
68214,NA,NA,"Streptomyces griseochromogenes","genome size",10764674,"Kegg","igc","usually",NA,"species","Streptomyces",1883,"genus","High"
294,NA,NA,"Pseudomonas fluorescens L228","genome size",6253326,"Kegg","igc","usually",NA,"species","Pseudomonas",286,"genus","High"
29519,NA,NA,"Borreliella garinii CIP 103362","genome size",1156110,"Kegg","igc","usually",NA,"species","Borreliella",64895,"genus","High"
1332264,NA,NA,"Tessaracoccus sp. NSG39","genome size",3934699,"Kegg","igc","usually",NA,"species","Tessaracoccus",72763,"genus","High"
708126,NA,NA,"Jeotgalibaca dankookensis","genome size",2116498,"Kegg","igc","usually",NA,"species","Jeotgalibaca",1470540,"genus","High"
588,NA,NA,"Providencia stuartii BE2467","genome size",4607493,"Kegg","igc","usually",NA,"species","Providencia",586,"genus","High"
435,NA,NA,"Acetobacter aceti","genome size",3725037,"Kegg","igc","usually",NA,"species","Acetobacter",434,"genus","High"
318683,NA,NA,"Gluconobacter albidus","genome size",3369297,"Kegg","igc","usually",NA,"species","Gluconobacter",441,"genus","High"
265960,NA,NA,"Komagataeibacter nataicola","genome size",3760301,"Kegg","igc","usually",NA,"species","Komagataeibacter",1434011,"genus","High"
35703,NA,NA,"Citrobacter amalonaticus FDAARGOS_165","genome size",5083867,"Kegg","igc","usually",NA,"species","Citrobacter",544,"genus","High"
549,NA,NA,"Pantoea agglomerans C410P1","genome size",5115241,"Kegg","igc","usually",NA,"species","Pantoea",53335,"genus","High"
39960,NA,NA,"Erythrobacter litoralis DSM 8509","genome size",3251353,"Kegg","igc","usually",NA,"species","Erythrobacter",1041,"genus","High"
925775,NA,NA,"Xanthomonas vesicatoria","genome size",5349905,"Kegg","igc","usually",NA,"strain","Xanthomonas vesicatoria",56460,"species","High"
1266923,NA,NA,"Brachyspira hyodysenteriae ATCC 27164","genome size",3074045,"Kegg","igc","usually",NA,"strain","Brachyspira hyodysenteriae",159,"species","High"
1606016,NA,NA,"Elizabethkingia endophytica","genome size",4184507,"Kegg","igc","usually",NA,NA,NA,NA,NA,"High"
238,NA,NA,"Elizabethkingia meningoseptica","genome size",3873125,"Kegg","igc","usually",NA,"species","Elizabethkingia",308865,"genus","High"
713030,NA,NA,"Selenomonas sp. oral taxon 136","genome size",2458072,"Kegg","igc","usually",NA,"species","Selenomonas",970,"genus","High"
1529069,NA,NA,"Polaribacter sp. BM10","genome size",3254403,"Kegg","igc","usually",NA,"species","Polaribacter",52959,"genus","High"
1909732,NA,NA,"Tessaracoccus sp. T2.5-30","genome size",3212699,"Kegg","igc","usually",NA,"species","Tessaracoccus",72763,"genus","High"
1028416,NA,NA,"Psychrobacter sp. DAB_AL43B","genome size",3309148,"Kegg","igc","usually",NA,"species","Psychrobacter",497,"genus","High"
1851148,NA,NA,"Phycisphaerae bacterium SM-Chi-D1","genome size",3868357,"Kegg","igc","usually",NA,"species","Limihaloglobus",2690160,"genus","High"
1938605,NA,NA,"Brevundimonas sp. LM2","genome size",3564519,"Kegg","igc","usually",NA,"species","Brevundimonas",41275,"genus","High"
1076596,NA,NA,"Acetobacter persici","genome size",3756676,"Kegg","igc","usually",NA,"species","Acetobacter",434,"genus","High"
1428,NA,NA,"Bacillus thuringiensis YWC2-8","genome size",6227942,"Kegg","igc","usually",NA,"species","Bacillus",1386,"genus","High"
714,NA,NA,"Aggregatibacter actinomycetemcomitans 624","genome size",2367908,"Kegg","igc","usually",NA,"species","Aggregatibacter",416916,"genus","High"
375175,NA,NA,"Lactobacillus backii","genome size",2824377,"Kegg","igc","usually",NA,"species","Loigolactobacillus",2767889,"genus","High"
83262,NA,NA,"Mycobacterium immunogenum","genome size",5604845,"Kegg","igc","usually",NA,"species","Mycobacteroides",670516,"genus","High"
1938606,NA,NA,"Janthinobacterium sp. LM6","genome size",6288464,"Kegg","igc","usually",NA,"species","Janthinobacterium",29580,"genus","High"
1122214,NA,NA,"Martelella mediterranea","genome size",5693067,"Kegg","igc","usually",NA,"strain","Martelella mediterranea",293089,"species","High"
225992,NA,NA,"Comamonas kerstersii","genome size",3547915,"Kegg","igc","usually",NA,"species","Comamonas",283,"genus","High"
1909395,NA,NA,"Nonomuraea sp. ATCC 55076","genome size",13047416,"Kegg","igc","usually",NA,"species","Nonomuraea",83681,"genus","High"
1560345,NA,NA,"Sphingomonas panacis","genome size",5322941,"Kegg","igc","usually",NA,"species","Sphingomonas",13687,"genus","High"
1883416,NA,NA,"Halomonas sp. 1513","genome size",4129523,"Kegg","igc","usually",NA,"species","Halomonas",2745,"genus","High"
1389192,NA,NA,"Cupriavidus sp. USMAHM13","genome size",7820821,"Kegg","igc","usually",NA,"species","Cupriavidus",106589,"genus","High"
192421,NA,NA,"Planococcus maritimus","genome size",4149733,"Kegg","igc","usually",NA,"species","Planococcus",1372,"genus","High"
1265350,NA,NA,"Buchnera aphidicola (Aphis glycines)","genome size",638851,"Kegg","igc","usually",NA,"forma specialis","Buchnera aphidicola",9,"species","High"
1125847,NA,NA,"Rhizobium sp. NT-26","genome size",4577425,"Kegg","igc","usually",NA,"species","Pseudorhizobium",1903858,"genus","High"
1874317,NA,NA,"Marinobacter salinus","genome size",4121005,"Kegg","igc","usually",NA,"species","Marinobacter",2742,"genus","High"
359,NA,NA,"Agrobacterium rhizogenes","genome size",5114384,"Kegg","igc","usually",NA,"species","Agrobacterium",357,"genus","High"
1226298,NA,NA,"Lactobacillus paracasei subsp. paracasei JCM 8130","genome size",3017804,"Kegg","igc","usually",NA,NA,NA,NA,NA,"High"
459349,NA,NA,"Candidatus Cloacimonas acidaminovorans","genome size",2246820,"Kegg","igc","usually",NA,"strain","Candidatus Cloacimonas acidaminovorans",456827,"species","High"
1094342,NA,NA,"Alcanivorax xenomutans","genome size",4733951,"Kegg","igc","usually",NA,"species","Alcanivorax",59753,"genus","High"
308754,NA,NA,"Rhodovulum sp. MB263","genome size",4162560,"Kegg","igc","usually",NA,"species","Rhodovulum",34008,"genus","High"
983594,NA,NA,"Burkholderia cepacia ATCC 25416","genome size",8605945,"Kegg","igc","usually",NA,"strain","Burkholderia cepacia",292,"species","High"
1520,NA,NA,"Clostridium beijerinckii NCIMB 14988","genome size",6485394,"Kegg","igc","usually",NA,"species","Clostridium",1485,"genus","High"
1131442,NA,NA,"Mycobacterium marinum E11","genome size",6450522,"Kegg","igc","usually",NA,"strain","Mycobacterium marinum",1781,"species","High"
1703,NA,NA,"Brevibacterium linens SMQ-1335","genome size",4209935,"Kegg","igc","usually",NA,"species","Brevibacterium",1696,"genus","High"
1408,NA,NA,"Bacillus pumilus SH-B9","genome size",3878815,"Kegg","igc","usually",NA,"species","Bacillus",1386,"genus","High"
1783515,NA,NA,"Streptomyces sp. S10(2016)","genome size",9083372,"Kegg","igc","usually",NA,"species","Streptomyces",1883,"genus","High"
442694,NA,NA,"Xanthomonas perforans","genome size",5346417,"Kegg","igc","usually",NA,"species","Xanthomonas",338,"genus","High"
215743,NA,NA,"Roseovarius mucosus","genome size",4381426,"Kegg","igc","usually",NA,"species","Roseovarius",74030,"genus","High"
1779382,NA,NA,"Rhodothermaceae bacterium RA","genome size",4653222,"Kegg","igc","usually",NA,"species","Rhodothermaceae",563843,"family","High"
